UF;NACIONALIDADE;CLASSIFICACAO;QTD
RS;GUINÉ EQUATORIAL;Residente;1
RS;VIETNAM DO NORTE;Residente;1
RS;SUAZILÂNDIA;Residente;1
RS;BANGLADESH;Temporário;18
RS;URUGUAI;Provisório;74
RS;PAQUISTÃO;Provisório;6
RS;FINLÂNDIA;Temporário;3
RS;MÉXICO;Provisório;14
RS;MARROCOS;Temporário;3
RS;SÍRIA;Provisório;3
RS;SERRA LEOA;Residente;7
RS;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;11
RS;QUIRGUISTÃO;Residente;1
RS;MALTA;Residente;1
RS;AFRICA DO SUL;Temporário;3
RS;MAURITÂNIA;Residente;3
RS;GUIANA;Provisório;2
RS;SUÍCA;Temporário;5
RS;HONDURAS;Provisório;1
RS;TUNÍSIA;Temporário;2
RS;BOLÍVIA;Provisório;2
RS;ETIÓPIA;Residente;1
RS;SANTA LÚCIA;Residente;1
RS;ISLÂNDIA;Residente;1
RS;GUINÉ;Provisório;8
RS;HONG-KONG (R.A.E.);Residente;13
RS;GUIANA FRANCESA;Provisório;2
RS;LÍBANO;Temporário;2
RS;CHILE;Provisório;4
RS;MAURÍCIO;Residente;1
RS;BOTSUANA;Temporário;1
RS;VIETINA;Residente;4
RS;SERRA LEOA;Provisório;1
RS;ESPANHA;Provisório;2
RS;EMIRADOS ÁRABES;Temporário;1
RS;JAMAICA;Temporário;4
RS;TRINIDAD E TOBAGO;Residente;3
RS;INDONÉSIA;Temporário;4
RS;BUTÃO;Residente;3
RS;MADAGASCAR;Temporário;2
RS;BAHAMA,IS;Residente;1
RS;LIBÉRIA;Residente;1
RS;UZBEQUISTÃO;Temporário;1
RS;SOMÁLIA;Residente;2
RS;CABO VERDE;Provisório;1
RS;GRANADA;Residente;1
RS;TRINIDAD E TOBAGO;Temporário;1
RS;MONGÓLIA;Temporário;2
RS;INDIA;Provisório;1
RS;ZIMBÁBUE;Residente;3
RS;CANADÁ;Temporário;3
RS;LÍBIA;Temporário;1
RS;REP. MONTENEGRO;Residente;1
RS;GÂMBIA;Provisório;2
RS;ESTADOS UNIDOS;Provisório;1
BA;ITÁLIA;Residente;3280
BA;ESTADOS UNIDOS;Residente;1228
BA;ALEMANHA;Residente;1346
BA;ESPANHA;Residente;2300
BA;COLÔMBIA;Temporário;987
BA;PORTUGAL;Temporário;112
BA;FRANÇA;Residente;1199
BA;CHILE;Residente;824
BA;ARGENTINA;Residente;4448
BA;PERU;Residente;537
BA;REINO UNIDO;Residente;384
BA;PORTUGAL;Residente;2419
BA;COLÔMBIA;Residente;1562
BA;VENEZUELA;Temporário;775
BA;AFRICA DO SUL;Residente;25
BA;ESPANHA;Temporário;24
BA;CHINA;Residente;1082
BA;BOLÍVIA;Residente;349
BA;GUINÉ BISSAU;Residente;67
BA;JAPÃO;Residente;533
BA;SÍRIA;Residente;36
BA;ESTADOS UNIDOS;Temporário;186
BA;ITÁLIA;Provisório;14
BA;NIGÉRIA;Residente;64
BA;VENEZUELA;Residente;1687
BA;EGITO;Residente;24
BA;URUGUAI;Residente;565
BA;BÉLGICA;Residente;265
BA;GUINÉ BISSAU;Temporário;270
BA;CANADÁ;Residente;157
BA;PAÍSES BAIXOS;Residente;300
BA;CHINA;Temporário;654
BA;TOGO;Temporário;7
BA;ARGENTINA;Temporário;322
BA;SUÍCA;Residente;777
BA;AUSTRÁLIA;Residente;59
BA;MOÇAMBIQUE;Temporário;156
BA;HAITI;Residente;42
BA;GUATEMALA;Residente;10
BA;CHINA;Provisório;21
BA;CUBA;Residente;758
BA;CABO VERDE;Residente;48
BA;LÍBANO;Residente;81
BA;CORÉIA DO SUL;Residente;397
BA;ANGOLA;Residente;121
BA;ROMÊNIA;Residente;33
BA;MÉXICO;Residente;145
BA;HAITI;Temporário;56
BA;POLÔNIA;Residente;111
BA;ANGOLA;Temporário;212
BA;ITÁLIA;Temporário;80
BA;PARAGUAI;Residente;146
BA;CUBA;Temporário;71
BA;SÍRIA;Temporário;7
BA;HONDURAS;Residente;9
BA;CAMARÕES;Residente;5
BA;AUSTRIA;Residente;156
BA;MOÇAMBIQUE;Residente;59
BA;RÚSSIA;Residente;72
BA;ISRAEL;Residente;51
BA;ALEMANHA;Temporário;65
BA;CORÉIA DO SUL;Temporário;11
BA;GUINÉ;Residente;3
BA;NORUEGA;Residente;58
BA;PERU;Temporário;114
BA;GRÉCIA;Residente;35
BA;SUÉCIA;Residente;95
BA;REP. CENTRO AFRICANA;Residente;1
BA;TURQUIA;Residente;50
BA;SUÍCA;Provisório;7
BA;FRANÇA;Temporário;79
BA;NICARÁGUA;Residente;25
BA;UGANDA;Temporário;1
BA;REP. DOMINICANA;Residente;27
BA;EQUADOR;Temporário;41
BA;DINAMARCA;Residente;51
BA;SENEGAL;Residente;59
BA;BULGÁRIA;Residente;4
BA;LUXEMBURGO;Residente;20
BA;NOVA ZELÂNDIA;Residente;31
BA;CABO VERDE;Temporário;20
BA;FRANÇA;Provisório;5
BA;FINLÂNDIA;Residente;26
BA;CONGO;Residente;9
BA;SERVIA E MONTENEGRO;Residente;9
BA;APÁTRIDA;Residente;3
BA;NIGÉRIA;Temporário;35
BA;BOLÍVIA;Temporário;55
BA;CANADÁ;Temporário;13
BA;QUÊNIA;Temporário;3
BA;GANA;Temporário;7
BA;CONGO;Temporário;32
BA;MÉXICO;Temporário;30
BA;FILIPINAS;Residente;57
BA;IRLANDA;Residente;57
BA;EL SALVADOR;Residente;15
BA;ETIÓPIA;Temporário;4
BA;PAQUISTÃO;Residente;12
BA;MADAGASCAR;Residente;4
BA;LETÔNIA;Temporário;1
BA;CHILE;Temporário;169
BA;HUNGRIA;Residente;19
BA;COSTA RICA;Residente;12
BA;BENIN;Residente;11
BA;CUBA;Provisório;160
BA;QUÊNIA;Provisório;1
BA;ROMÊNIA;Temporário;2
BA;EQUADOR;Residente;72
BA;REINO UNIDO;Temporário;16
BA;VENEZUELA;Provisório;34
BA;MALÁSIA;Residente;3
BA;PARAGUAI;Temporário;39
BA;GANA;Residente;8
BA;BURUNDI;Temporário;7
BA;INDIA;Residente;88
BA;BANGLADESH;Residente;22
BA;UCRÂNIA;Residente;28
BA;JAPÃO;Temporário;6
BA;PANAMÁ;Residente;18
BA;TANZÂNIA;Residente;5
BA;AUSTRÁLIA;Temporário;6
BA;POLÔNIA;Temporário;4
BA;URUGUAI;Temporário;14
BA;INDIA;Temporário;13
BA;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;4
BA;AFRICA DO SUL;Temporário;75
BA;HONG-KONG (R.A.E.);Residente;4
BA;SUÍCA;Temporário;25
BA;CROÁCIA;Residente;19
BA;ESLOVÊNIA;Residente;15
BA;GUIANA;Residente;1
BA;PORTO RICO;Residente;1
BA;BOLÍVIA;Provisório;1
BA;SUDÃO;Residente;3
BA;PALESTINA;Residente;9
BA;BELARUS;Residente;3
BA;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;4
BA;REPÚBLICA TCHECA;Residente;15
BA;GÂMBIA;Residente;2
BA;MARROCOS;Residente;18
BA;FIJI, ILHAS;Temporário;1
BA;QUÊNIA;Residente;11
BA;RÚSSIA;Temporário;10
BA;SURINAME;Residente;2
BA;ALEMANHA;Provisório;15
BA;ESTÔNIA;Residente;3
BA;TOGO;Residente;10
BA;ESPANHA;Provisório;5
BA;TURQUIA;Provisório;1
BA;IRÃ;Residente;17
BA;TANZÂNIA;Temporário;2
BA;TAIWAN, PROVINCIA DA CHINA;Residente;3
BA;VIETINA;Residente;1
BA;BURKINA FASO;Temporário;2
BA;BENIN;Provisório;1
BA;INDONÉSIA;Residente;19
BA;CINGAPURA;Residente;2
BA;SENEGAL;Temporário;4
BA;GABÃO;Temporário;11
BA;RÚSSIA;Provisório;7
BA;JAMAICA;Residente;2
BA;ESLOVÁQUIA;Residente;12
BA;MAURÍCIO;Residente;1
BA;GUATEMALA;Temporário;3
BA;BENIN;Temporário;22
BA;SÉRVIA;Residente;13
BA;JAMAICA;Temporário;5
BA;MÔNACO;Residente;1
BA;CAMARÕES;Temporário;8
BA;SAO TOMÉ E PRÍNCIPE;Temporário;7
BA;CAZAQUISTÃO;Temporário;3
BA;TUNÍSIA;Residente;10
BA;UNIÃO SOVIÉTICA;Residente;2
BA;LÍBIA;Residente;1
BA;JORDÂNIA;Residente;4
BA;NEPAL;Residente;1
BA;COSTA RICA;Temporário;4
BA;MARROCOS;Provisório;5
BA;TRINIDAD E TOBAGO;Residente;4
BA;ROMÊNIA;Provisório;2
BA;SAO TOMÉ E PRÍNCIPE;Residente;6
BA;ALBÂNIA;Residente;6
BA;NORUEGA;Temporário;2
BA;ESTADOS UNIDOS;Provisório;7
BA;FILIPINAS;Temporário;5
BA;SUÉCIA;Temporário;5
BA;GUIANA FRANCESA;Residente;6
BA;LÍBANO;Temporário;4
BA;ISLÂNDIA;Residente;1
BA;BURKINA FASO;Residente;1
BA;COLÔMBIA;Provisório;1
BA;HONDURAS;Temporário;9
BA;AUSTRIA;Temporário;7
BA;PAQUISTÃO;Temporário;3
BA;ZÂMBIA;Residente;1
BA;BURUNDI;Residente;8
BA;MALTA;Residente;1
BA;GRÉCIA;Provisório;1
BA;UCRÂNIA;Temporário;5
BA;CAZAQUISTÃO;Residente;2
BA;IRLANDA;Temporário;3
BA;COSTA DO MARFIM;Residente;6
BA;ARGÉLIA;Residente;5
BA;CANADÁ;Provisório;1
BA;TCHECOSLOVAQUIA;Residente;1
BA;MALI;Temporário;2
BA;IRÃ;Temporário;1
BA;IÊMEN;Residente;1
BA;BANGLADESH;Temporário;3
BA;LITUÂNIA;Residente;4
BA;GEÓRGIA;Residente;2
BA;NICARÁGUA;Provisório;1
BA;REP. DOMINICANA;Temporário;7
BA;HUNGRIA;Provisório;1
BA;COSTA DO MARFIM;Temporário;3
BA;UZBEQUISTÃO;Temporário;1
BA;MOLDOVA;Residente;3
BA;GUINÉ EQUATORIAL;Temporário;3
BA;PAÍSES BAIXOS;Provisório;1
BA;NIGÉRIA;Provisório;1
BA;CROÁCIA;Temporário;2
BA;PAÍSES BAIXOS;Temporário;9
BA;INDONÉSIA;Temporário;1
BA;SAN MARINO;Residente;2
BA;GRANADA;Residente;1
BA;NOVA ZELÂNDIA;Temporário;1
BA;KUAITE;Residente;2
BA;ESTÔNIA;Temporário;1
BA;IRAQUE;Residente;4
BA;LETÔNIA;Residente;6
BA;DINAMARCA;Temporário;2
BA;BÉLGICA;Temporário;7
BA;TRINIDAD E TOBAGO;Provisório;1
BA;ARMÊNIA;Residente;1
BA;ANTARTICO CHILENO;Residente;1
BA;BÓSNIA-HERZEGOVINA;Residente;1
BA;EGITO;Temporário;1
BA;TUNÍSIA;Provisório;2
BA;TURQUIA;Temporário;2
SP;TIMOR LESTE;Residente;1
SP;MAURÍCIO;Temporário;65
SP;SAMOA AMERICANA;Temporário;15
SP;ANTÍGUA;Temporário;1
SP;QUIRGUISTÃO;Temporário;8
SP;GÂMBIA;Temporário;5
SP;LETÔNIA;Temporário;10
SP;MYANMAR;Temporário;2
SP;MOLDOVA;Temporário;1
SP;MONGÓLIA;Temporário;2
SP;CAMBOJA;Temporário;2
SP;REP. MONTENEGRO;Provisório;1
SP;RUANDA;Temporário;2
SP;ANDORRA;Residente;2
SP;SAO TOMÉ E PRÍNCIPE;Provisório;2
MG;INDIA;Residente;153
MG;VENEZUELA;Residente;6887
MG;PORTUGAL;Residente;3705
MG;HAITI;Temporário;504
MG;ITÁLIA;Residente;2541
MG;ESTADOS UNIDOS;Residente;1824
MG;HAITI;Residente;4265
MG;ARGENTINA;Residente;2045
MG;URUGUAI;Residente;525
MG;CHINA;Residente;1488
MG;MÉXICO;Temporário;86
MG;AUSTRIA;Residente;132
MG;CORÉIA DO SUL;Residente;128
MG;VENEZUELA;Temporário;8302
MG;PANAMÁ;Residente;42
MG;ESPANHA;Residente;931
MG;CHINA;Temporário;230
MG;COLÔMBIA;Residente;2079
MG;SUÉCIA;Residente;65
MG;BOLÍVIA;Residente;1122
MG;FRANÇA;Residente;796
MG;COLÔMBIA;Temporário;2128
MG;REINO UNIDO;Residente;456
MG;CHILE;Residente;1022
MG;ALEMANHA;Residente;1021
MG;GRÉCIA;Residente;74
MG;CORÉIA DO SUL;Temporário;8
MG;SÍRIA;Residente;230
MG;RÚSSIA;Residente;99
MG;CUBA;Residente;751
MG;SÉRVIA;Residente;16
MG;PORTUGAL;Temporário;102
MG;GUINÉ BISSAU;Residente;85
MG;ANGOLA;Residente;256
MG;SAMOA OCIDENTAL;Residente;1
MG;ESTADOS UNIDOS;Temporário;195
MG;SUÍCA;Residente;279
MG;PAQUISTÃO;Temporário;31
MG;TIMOR LESTE;Residente;5
MG;JAPÃO;Residente;1071
MG;MOÇAMBIQUE;Residente;78
MG;EQUADOR;Residente;177
MG;IRÃ;Provisório;8
MG;PAÍSES BAIXOS;Residente;463
MG;BOLÍVIA;Temporário;548
MG;IRLANDA;Temporário;9
MG;VENEZUELA;Provisório;580
MG;PERU;Residente;960
MG;COLÔMBIA;Provisório;35
MG;IRLANDA;Residente;68
MG;EQUADOR;Temporário;157
MG;GUINÉ BISSAU;Temporário;82
MG;SERVIA E MONTENEGRO;Residente;24
MG;ESPANHA;Temporário;31
MG;LÍBANO;Residente;384
MG;PARAGUAI;Residente;282
MG;ETIÓPIA;Temporário;13
MG;CHILE;Temporário;151
MG;MACEDÔNIA;Temporário;1
MG;FINLÂNDIA;Residente;24
MG;ESTÔNIA;Residente;10
MG;CUBA;Temporário;83
MG;ARGENTINA;Temporário;119
MG;ISRAEL;Residente;47
MG;COSTA DO MARFIM;Residente;8
MG;CANADÁ;Residente;198
MG;FRANÇA;Temporário;238
MG;MARROCOS;Residente;63
MG;SOMÁLIA;Provisório;1
MG;BENIN;Residente;31
MG;PERU;Temporário;333
MG;CAMARÕES;Residente;27
MG;POLÔNIA;Temporário;8
MG;ALEMANHA;Temporário;47
MG;NOVA ZELÂNDIA;Residente;49
MG;ITÁLIA;Temporário;69
MG;MÉXICO;Residente;223
MG;BÉLGICA;Residente;227
MG;UCRÂNIA;Residente;29
MG;CABO VERDE;Residente;27
MG;NORUEGA;Residente;41
MG;CONGO;Temporário;76
MG;CUBA;Provisório;682
MG;EGITO;Residente;59
MG;FILIPINAS;Temporário;20
MG;HUNGRIA;Temporário;2
MG;AUSTRÁLIA;Temporário;14
MG;COSTA RICA;Temporário;26
MG;AFRICA DO SUL;Residente;65
MG;DINAMARCA;Residente;58
MG;SENEGAL;Residente;134
MG;NICARÁGUA;Residente;52
MG;CABO VERDE;Temporário;76
MG;ROMÊNIA;Residente;50
MG;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;26
MG;MOÇAMBIQUE;Temporário;270
MG;SRI LANKA;Residente;3
MG;CONGO;Residente;38
MG;NEPAL;Residente;3
MG;POLÔNIA;Residente;123
MG;FILIPINAS;Residente;80
MG;GUATEMALA;Residente;18
MG;HONDURAS;Residente;36
MG;LITUÂNIA;Residente;16
MG;AUSTRÁLIA;Residente;136
MG;REPÚBLICA TCHECA;Residente;14
MG;MOÇAMBIQUE;Provisório;3
MG;MARROCOS;Provisório;24
MG;REINO UNIDO;Temporário;18
MG;ESLOVÁQUIA;Residente;21
MG;HONDURAS;Temporário;54
MG;PAQUISTÃO;Residente;32
MG;MYANMAR;Residente;3
MG;BANGLADESH;Residente;142
MG;GUINÉ;Temporário;3
MG;TURQUIA;Residente;38
MG;INDONÉSIA;Residente;37
MG;GANA;Temporário;29
MG;RÚSSIA;Temporário;21
MG;BÉLGICA;Temporário;12
MG;JAPÃO;Temporário;47
MG;ANGOLA;Temporário;193
MG;NAMÍBIA;Temporário;1
MG;QUÊNIA;Residente;14
MG;AUSTRIA;Temporário;11
MG;INDIA;Temporário;21
MG;TUNÍSIA;Provisório;27
MG;REP. DOMINICANA;Temporário;12
MG;IRÃ;Temporário;12
MG;HUNGRIA;Residente;40
MG;SUDÃO;Provisório;3
MG;SUÍCA;Temporário;8
MG;ZIMBÁBUE;Residente;4
MG;ROMÊNIA;Temporário;4
MG;AFEGANISTÃO;Temporário;32
MG;SAO TOMÉ E PRÍNCIPE;Residente;15
MG;GUINÉ EQUATORIAL;Temporário;25
MG;FIJI, ILHAS;Residente;4
MG;SAO TOMÉ E PRÍNCIPE;Temporário;25
MG;JAMAICA;Residente;3
MG;NOVA ZELÂNDIA;Temporário;3
MG;IRAQUE;Residente;22
MG;UCRÂNIA;Temporário;20
MG;LÍBIA;Residente;34
MG;SÉRVIA;Temporário;2
MG;NIGÉRIA;Residente;28
MG;NIGÉRIA;Temporário;101
MG;PARAGUAI;Temporário;73
MG;BENIN;Temporário;67
MG;PANAMÁ;Temporário;74
MG;IRÃ;Residente;37
MG;AFRICA DO SUL;Temporário;21
MG;LUXEMBURGO;Residente;36
MG;VIETINA;Residente;4
MG;GANA;Residente;20
MG;GANA;Provisório;3
MG;MADAGASCAR;Temporário;3
MG;ARGÉLIA;Temporário;3
MG;FINLÂNDIA;Temporário;6
MG;EMIRADOS ÁRABES;Residente;1
MG;UGANDA;Residente;2
MG;PORTO RICO;Residente;2
MG;UNIÃO SOVIÉTICA;Residente;5
MG;LETÔNIA;Residente;13
MG;REP. DOMINICANA;Provisório;11
MG;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;17
MG;EL SALVADOR;Residente;34
MG;BULGÁRIA;Residente;6
MG;APÁTRIDA;Residente;10
MG;COSTA DO MARFIM;Temporário;7
MG;TUNÍSIA;Residente;27
MG;LÍBANO;Provisório;6
MG;BELARUS;Residente;3
MG;ETIÓPIA;Residente;1
MG;NICARÁGUA;Temporário;6
MG;CROÁCIA;Residente;13
MG;CINGAPURA;Residente;5
MG;GUIANA FRANCESA;Residente;4
MG;GUATEMALA;Temporário;6
MG;NIGÉRIA;Provisório;2
MG;CAMARÕES;Temporário;14
MG;ITÁLIA;Provisório;1
MG;SENEGAL;Temporário;20
MG;ZÂMBIA;Residente;3
MG;CABO VERDE;Provisório;1
MG;MOLDOVA;Residente;9
MG;PALESTINA;Residente;17
MG;SAO TOMÉ E PRÍNCIPE;Provisório;1
MG;ZIMBÁBUE;Temporário;6
MG;REP. DOMINICANA;Residente;42
MG;INDONÉSIA;Temporário;8
MG;COSTA RICA;Residente;35
MG;CANADÁ;Temporário;6
MG;CHINA;Provisório;4
MG;BENIN;Provisório;12
MG;QUÊNIA;Temporário;12
MG;ARÁBIA SAUDITA;Residente;3
MG;JORDÂNIA;Residente;16
MG;HAITI;Provisório;10
MG;TCHECOSLOVAQUIA;Residente;6
MG;PAÍSES BAIXOS;Temporário;9
MG;EQUADOR;Provisório;2
MG;REP. CENTRO AFRICANA;Temporário;2
MG;GABÃO;Temporário;24
MG;GABÃO;Residente;3
MG;TAILÂNDIA;Residente;8
MG;PERU;Provisório;11
MG;ARMÊNIA;Residente;5
MG;BANGLADESH;Provisório;12
MG;VANUATU;Temporário;1
MG;BULGÁRIA;Temporário;3
MG;KUAITE;Residente;2
MG;ZÂMBIA;Temporário;4
MG;SENEGAL;Provisório;6
MG;TRINIDAD E TOBAGO;Residente;5
MG;GUAM;Residente;1
MG;NICARÁGUA;Provisório;1
MG;MALÁSIA;Residente;5
MG;ANDORRA;Residente;1
MG;ARGÉLIA;Residente;15
MG;CONGO;Provisório;1
MG;UCRÂNIA;Provisório;2
MG;GÂMBIA;Residente;26
MG;TUNÍSIA;Temporário;1
MG;ALBÂNIA;Residente;10
MG;REINO UNIDO;Provisório;1
MG;MALI;Temporário;2
MG;AFEGANISTÃO;Residente;67
MG;EL SALVADOR;Temporário;4
MG;PAQUISTÃO;Provisório;7
MG;RÚSSIA;Provisório;3
MG;ARGÉLIA;Provisório;1
MG;MALAVI;Temporário;1
MG;GRANADA;Residente;1
MG;JAMAICA;Temporário;4
MG;MONGÓLIA;Residente;1
MG;GUIANA;Residente;2
MG;MÉXICO;Provisório;3
MG;SUÉCIA;Temporário;8
MG;UGANDA;Temporário;4
MG;NAMÍBIA;Residente;2
MG;QUÊNIA;Provisório;5
MG;IÊMEN;Residente;4
MG;GEÓRGIA;Residente;1
MG;BELARUS;Temporário;2
MG;SURINAME;Residente;3
MG;URUGUAI;Temporário;6
MG;BURKINA FASO;Temporário;3
MG;BANGLADESH;Temporário;15
MG;MACEDÔNIA;Residente;1
MG;CROÁCIA;Temporário;7
MG;PORTUGAL;Provisório;1
MG;MALTA;Residente;3
MG;TANZÂNIA;Residente;2
MG;TOGO;Residente;6
MG;TAIWAN, PROVINCIA DA CHINA;Residente;1
MG;ESLOVÊNIA;Residente;5
MG;REPÚBLICA TCHECA;Temporário;6
MG;TANZÂNIA;Temporário;3
MG;BURKINA FASO;Residente;3
MG;INDIA;Provisório;1
MG;DOMINICA;Temporário;1
MG;BUTÃO;Residente;1
MG;BURUNDI;Residente;1
MG;IRÃ;Residente;1
MG;PORTO RICO;Temporário;1
MG;ESPANHA;Provisório;3
MG;CORÉIA DO SUL;Provisório;1
MG;ISLÂNDIA;Temporário;1
MG;DINAMARCA;Temporário;7
RJ;EMIRADOS ÁRABES;Residente;2
RJ;ANTILHAS HOLÂNDESAS;Residente;1
PE;COLÔMBIA;Temporário;869
PE;VENEZUELA;Temporário;452
PE;VENEZUELA;Residente;1212
PE;PERU;Residente;268
PE;ARGENTINA;Residente;1135
PE;NICARÁGUA;Residente;16
PE;ALEMANHA;Residente;747
PE;PORTUGAL;Residente;1913
PE;JAPÃO;Residente;213
PE;URUGUAI;Residente;236
PE;BOLÍVIA;Residente;162
PE;COLÔMBIA;Residente;1244
PE;AUSTRIA;Residente;70
PE;TURQUIA;Residente;20
PE;CHINA;Residente;843
PE;ITÁLIA;Residente;810
PE;ESPANHA;Residente;351
PE;NORUEGA;Residente;30
PE;FRANÇA;Residente;429
PE;RÚSSIA;Residente;291
PE;SUÍCA;Residente;273
PE;BELARUS;Residente;23
PE;SENEGAL;Residente;133
PE;REINO UNIDO;Residente;224
PE;IRLANDA;Residente;28
PE;PAÍSES BAIXOS;Residente;164
PE;PARAGUAI;Residente;83
PE;SUÉCIA;Residente;30
PE;CABO VERDE;Temporário;23
PE;PORTUGAL;Temporário;66
PE;FILIPINAS;Temporário;87
PE;ESTADOS UNIDOS;Residente;680
PE;MOÇAMBIQUE;Temporário;35
PE;GABÃO;Temporário;2
PE;EQUADOR;Residente;49
PE;CHILE;Residente;213
PE;PERU;Temporário;74
PE;CHINA;Temporário;44
PE;CUBA;Residente;528
PE;ALEMANHA;Temporário;38
PE;INDIA;Residente;26
PE;ITÁLIA;Temporário;28
PE;EL SALVADOR;Residente;20
PE;ESTADOS UNIDOS;Temporário;108
PE;ANGOLA;Residente;74
PE;TOGO;Residente;4
PE;CANADÁ;Residente;109
PE;MALTA;Residente;4
PE;JAPÃO;Temporário;6
PE;INDIA;Temporário;48
PE;NIGÉRIA;Temporário;15
PE;CORÉIA DO SUL;Residente;40
PE;ANGOLA;Temporário;62
PE;ISRAEL;Residente;12
PE;AUSTRÁLIA;Residente;15
PE;HAITI;Residente;19
PE;UCRÂNIA;Residente;9
PE;CUBA;Provisório;170
PE;CABO VERDE;Residente;25
PE;POLÔNIA;Temporário;19
PE;LÍBIA;Residente;1
PE;PAÍSES BAIXOS;Temporário;7
PE;CHILE;Provisório;1
PE;SÍRIA;Residente;9
PE;GUINÉ BISSAU;Residente;40
PE;CROÁCIA;Residente;11
PE;MÉXICO;Residente;65
PE;LETÔNIA;Temporário;4
PE;UCRÂNIA;Temporário;3
PE;LITUÂNIA;Residente;6
PE;IRÃ;Residente;20
PE;ARGENTINA;Temporário;81
PE;BÉLGICA;Temporário;3
PE;BÉLGICA;Residente;85
PE;FRANÇA;Temporário;42
PE;POLÔNIA;Residente;30
PE;FINLÂNDIA;Residente;15
PE;GRÉCIA;Residente;53
PE;BOLÍVIA;Temporário;27
PE;EGITO;Residente;9
PE;RÚSSIA;Provisório;7
PE;LETÔNIA;Residente;3
PE;SÉRVIA;Residente;3
PE;BENIN;Temporário;15
PE;PAQUISTÃO;Temporário;5
PE;SÉRVIA;Temporário;1
PE;VENEZUELA;Provisório;15
PE;AZERBAIJÃO;Residente;2
PE;ESLOVÁQUIA;Residente;6
PE;DINAMARCA;Residente;22
PE;HAITI;Temporário;12
PE;ROMÊNIA;Residente;9
PE;HUNGRIA;Residente;11
PE;PARAGUAI;Temporário;17
PE;TAIWAN, PROVINCIA DA CHINA;Residente;2
PE;NIGÉRIA;Residente;13
PE;CHILE;Temporário;47
PE;MÉXICO;Temporário;11
PE;BENIN;Residente;5
PE;HONDURAS;Residente;12
PE;REINO UNIDO;Temporário;7
PE;CROÁCIA;Temporário;3
PE;PAQUISTÃO;Residente;11
PE;AFRICA DO SUL;Residente;5
PE;MALÁSIA;Residente;1
PE;EQUADOR;Temporário;17
PE;ARGÉLIA;Residente;6
PE;CAMARÕES;Temporário;8
PE;CONGO;Residente;5
PE;CUBA;Temporário;29
PE;MARROCOS;Residente;16
PE;TAILÂNDIA;Residente;2
PE;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;5
PE;HONDURAS;Temporário;6
PE;CAMARÕES;Residente;8
PE;FILIPINAS;Residente;7
PE;GÂMBIA;Residente;2
PE;COSTA RICA;Residente;16
PE;SUÍCA;Temporário;12
PE;REP. DOMINICANA;Temporário;6
PE;REPÚBLICA TCHECA;Residente;10
PE;GUATEMALA;Residente;5
PE;REP. DOMINICANA;Residente;5
PE;AFEGANISTÃO;Residente;1
PE;ESPANHA;Temporário;21
PE;GRÉCIA;Temporário;3
PE;BULGÁRIA;Residente;2
PE;CANADÁ;Temporário;5
PE;RÚSSIA;Temporário;8
PE;SERVIA E MONTENEGRO;Residente;4
PE;MADAGASCAR;Temporário;3
PE;GANA;Temporário;1
PE;LUXEMBURGO;Residente;3
PE;ESTÔNIA;Residente;1
PE;PANAMÁ;Residente;16
PE;TUNÍSIA;Residente;8
PE;NOVA ZELÂNDIA;Residente;7
PE;UZBEQUISTÃO;Residente;6
PE;ROMÊNIA;Temporário;1
PE;COSTA RICA;Temporário;5
PE;IÊMEN;Residente;1
PE;CHADE;Temporário;1
PE;MALI;Residente;1
PE;URUGUAI;Temporário;2
PE;SAN MARINO;Residente;1
PE;APÁTRIDA;Residente;4
PE;SÍRIA;Provisório;4
PE;SURINAME;Residente;2
PE;GUINÉ BISSAU;Temporário;7
PE;REPÚBLICA TCHECA;Temporário;1
PE;FRANÇA;Provisório;1
PE;GUINÉ;Provisório;1
PE;GUATEMALA;Temporário;6
PE;MARROCOS;Provisório;1
PE;IRAQUE;Residente;2
PE;ISLÂNDIA;Residente;2
PE;EGITO;Provisório;4
PE;MOÇAMBIQUE;Residente;15
PE;BERMUDAS;Residente;1
PE;DINAMARCA;Temporário;2
PE;ARÁBIA SAUDITA;Residente;1
PE;LÍBANO;Residente;12
PE;CINGAPURA;Residente;1
PE;CONGO;Temporário;5
PE;ALBÂNIA;Residente;1
PE;BARBADOS;Residente;5
PE;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;2
PE;INDONÉSIA;Residente;3
PE;AUSTRÁLIA;Temporário;1
PE;QUÊNIA;Residente;2
PE;POLÔNIA;Provisório;1
PE;TOGO;Temporário;2
PE;CAZAQUISTÃO;Residente;1
PE;GUIANA FRANCESA;Residente;3
PE;COLÔMBIA;Provisório;2
PE;ARMÊNIA;Residente;1
PE;EGITO;Temporário;1
PE;UGANDA;Residente;1
PE;SENEGAL;Provisório;2
PE;PORTO RICO;Residente;1
PE;RUANDA;Residente;1
PE;PANAMÁ;Temporário;1
PE;NAMÍBIA;Temporário;1
PE;AUSTRIA;Temporário;1
PE;BURKINA FASO;Temporário;4
PE;SAO TOMÉ E PRÍNCIPE;Residente;1
PE;JAMAICA;Temporário;1
